GOID	TERM
13696	GO:0032040	small-subunit processome
13697	GO:0032041	NAD-dependent histone deacetylase activity (H3-K14 specific)
13701	GO:0032045	guanyl-nucleotide exchange factor complex
13704	GO:0032048	cardiolipin metabolic process
13705	GO:0032049	cardiolipin biosynthetic process
13707	GO:0032051	clathrin light chain binding
13708	GO:0032052	bile acid binding
13742	GO:0032088	negative regulation of NF-kappaB transcription factor activity
13748	GO:0032094	response to food
13749	GO:0032095	regulation of response to food
13750	GO:0032096	negative regulation of response to food
13752	GO:0032098	regulation of appetite
13753	GO:0032099	negative regulation of appetite
13755	GO:0032101	regulation of response to external stimulus
13756	GO:0032102	negative regulation of response to external stimulus
13757	GO:0032103	positive regulation of response to external stimulus
13758	GO:0032104	regulation of response to extracellular stimulus
13759	GO:0032105	negative regulation of response to extracellular stimulus
13761	GO:0032107	regulation of response to nutrient levels
13762	GO:0032108	negative regulation of response to nutrient levels
13798	GO:0032147	activation of protein kinase activity
13804	GO:0032153	cell division site
13805	GO:0032154	cleavage furrow
13806	GO:0032156	septin cytoskeleton
13831	GO:0032182	ubiquitin-like protein binding
13832	GO:0032183	SUMO binding
13843	GO:0032196	transposition
13847	GO:0032200	telomere organization
13851	GO:0032204	regulation of telomere maintenance
13853	GO:0032206	positive regulation of telomere maintenance
13857	GO:0032210	regulation of telomere maintenance via telomerase
13859	GO:0032212	positive regulation of telomere maintenance via telomerase
13864	GO:0032217	riboflavin transmembrane transporter activity
13875	GO:0032228	regulation of synaptic transmission, GABAergic
13878	GO:0032231	regulation of actin filament bundle assembly
13903	GO:0032259	methylation
13905	GO:0032261	purine nucleotide salvage
13906	GO:0032262	pyrimidine nucleotide salvage
13908	GO:0032264	IMP salvage
13910	GO:0032266	phosphatidylinositol-3-phosphate binding
13912	GO:0032268	regulation of cellular protein metabolic process
13913	GO:0032269	negative regulation of cellular protein metabolic process
13914	GO:0032270	positive regulation of cellular protein metabolic process
13915	GO:0032271	regulation of protein polymerization
13916	GO:0032272	negative regulation of protein polymerization
13917	GO:0032273	positive regulation of protein polymerization
13923	GO:0032279	asymmetric synapse
13931	GO:0032287	peripheral nervous system myelin maintenance
13932	GO:0032288	myelin assembly
13933	GO:0032289	central nervous system myelin formation
13935	GO:0032291	axon ensheathment in central nervous system
13936	GO:0032292	peripheral nervous system axon ensheathment
13940	GO:0032296	double-stranded RNA-specific ribonuclease activity
13943	GO:0032299	ribonuclease H2 complex
13944	GO:0032300	mismatch repair complex
13953	GO:0032309	icosanoid secretion
13964	GO:0032330	regulation of chondrocyte differentiation
13984	GO:0032350	regulation of hormone metabolic process
13989	GO:0032355	response to estradiol
13997	GO:0032365	intracellular lipid transport
13998	GO:0032366	intracellular sterol transport
13999	GO:0032367	intracellular cholesterol transport
14000	GO:0032368	regulation of lipid transport
14001	GO:0032369	negative regulation of lipid transport
14003	GO:0032371	regulation of sterol transport
14006	GO:0032374	regulation of cholesterol transport
14018	GO:0032386	regulation of intracellular transport
14023	GO:0032391	photoreceptor connecting cilium
14024	GO:0032392	DNA geometric change
14032	GO:0032400	melanosome localization
14033	GO:0032401	establishment of melanosome localization
14034	GO:0032402	melanosome transport
14040	GO:0032409	regulation of transporter activity
14041	GO:0032410	negative regulation of transporter activity
14043	GO:0032412	regulation of ion transmembrane transporter activity
14044	GO:0032413	negative regulation of ion transmembrane transporter activity
14051	GO:0032420	stereocilium
14052	GO:0032421	stereocilium bundle
14053	GO:0032422	purine-rich negative regulatory element binding
14064	GO:0032433	filopodium tip
14069	GO:0032438	melanosome organization
14070	GO:0032440	2-alkenal reductase [NAD(P)+] activity
14076	GO:0032446	protein modification by small protein conjugation
14077	GO:0032447	protein urmylation
14079	GO:0032449	CBM complex
14081	GO:0032451	demethylase activity
14082	GO:0032452	histone demethylase activity
14083	GO:0032453	histone H3-methyl-lysine-4 demethylase activity
14084	GO:0032454	histone H3-methyl-lysine-9 demethylase activity
14086	GO:0032456	endocytic recycling
14095	GO:0032465	regulation of cytokinesis
14097	GO:0032467	positive regulation of cytokinesis
14104	GO:0032474	otolith morphogenesis
14109	GO:0032479	regulation of type I interferon production
14110	GO:0032480	negative regulation of type I interferon production
14111	GO:0032481	positive regulation of type I interferon production
14112	GO:0032482	Rab protein signal transduction
14114	GO:0032484	Ral protein signal transduction
14115	GO:0032485	regulation of Ral protein signal transduction
14116	GO:0032486	Rap protein signal transduction
14126	GO:0032496	response to lipopolysaccharide
14131	GO:0032501	multicellular organismal process
14132	GO:0032502	developmental process
14133	GO:0032504	multicellular organism reproduction
14135	GO:0032506	cytokinetic process
14136	GO:0032507	maintenance of protein location in cell
14137	GO:0032508	DNA duplex unwinding
14138	GO:0032509	endosome transport via multivesicular body sorting pathway
14140	GO:0032511	late endosome to vacuole transport via multivesicular body sorting pathway
14145	GO:0032525	somite rostral/caudal axis specification
14146	GO:0032526	response to retinoic acid
14155	GO:0032535	regulation of cellular component size
14163	GO:0032543	mitochondrial translation
14169	GO:0032549	ribonucleoside binding
14173	GO:0032553	ribonucleotide binding
14175	GO:0032555	purine ribonucleotide binding
14179	GO:0032559	adenyl ribonucleotide binding
14181	GO:0032561	guanyl ribonucleotide binding
14188	GO:0032570	response to progesterone
14189	GO:0032571	response to vitamin K
14192	GO:0032574	5'-3' RNA helicase activity
14197	GO:0032580	Golgi cisterna membrane
14199	GO:0032584	growth cone membrane
14200	GO:0032585	multivesicular body membrane
14202	GO:0032587	ruffle membrane
14203	GO:0032588	trans-Golgi network membrane
14204	GO:0032589	neuron projection membrane
14205	GO:0032590	dendrite membrane
14206	GO:0032591	dendritic spine membrane
14207	GO:0032592	integral component of mitochondrial membrane
14217	GO:0032602	chemokine production
14221	GO:0032606	type I interferon production
14227	GO:0032612	interleukin-1 production
14257	GO:0032642	regulation of chemokine production
14267	GO:0032652	regulation of interleukin-1 production
14337	GO:0032722	positive regulation of chemokine production
14347	GO:0032732	positive regulation of interleukin-1 production
14389	GO:0032774	RNA biosynthetic process
14392	GO:0032777	Piccolo NuA4 histone acetyltransferase complex
14394	GO:0032780	negative regulation of ATPase activity
14396	GO:0032782	bile acid secretion
14397	GO:0032783	super elongation complex
14398	GO:0032784	regulation of DNA-templated transcription, elongation
14400	GO:0032786	positive regulation of DNA-templated transcription, elongation
14401	GO:0032787	monocarboxylic acid metabolic process
14407	GO:0032793	positive regulation of CREB transcription factor activity
14411	GO:0032797	SMN complex
14412	GO:0032798	Swi5-Sfr1 complex
14419	GO:0032806	carboxy-terminal domain protein kinase complex
14426	GO:0032813	tumor necrosis factor receptor superfamily binding
14448	GO:0032835	glomerulus development
14449	GO:0032836	glomerular basement membrane development
14451	GO:0032838	plasma membrane bounded cell projection cytoplasm
14462	GO:0032868	response to insulin
14463	GO:0032869	cellular response to insulin stimulus
14464	GO:0032870	cellular response to hormone stimulus
14466	GO:0032872	regulation of stress-activated MAPK cascade
14467	GO:0032873	negative regulation of stress-activated MAPK cascade
14468	GO:0032874	positive regulation of stress-activated MAPK cascade
14473	GO:0032879	regulation of localization
14474	GO:0032880	regulation of protein localization
14475	GO:0032881	regulation of polysaccharide metabolic process
14480	GO:0032886	regulation of microtubule-based process
14513	GO:0032922	circadian regulation of gene expression
14515	GO:0032924	activin receptor signaling pathway
14516	GO:0032925	regulation of activin receptor signaling pathway
14517	GO:0032926	negative regulation of activin receptor signaling pathway
14524	GO:0032933	SREBP signaling pathway
14525	GO:0032934	sterol binding
14531	GO:0032940	secretion by cell
14532	GO:0032941	secretion by tissue
14534	GO:0032943	mononuclear cell proliferation
14535	GO:0032944	regulation of mononuclear cell proliferation
14544	GO:0032954	regulation of cytokinetic process
14546	GO:0032956	regulation of actin cytoskeleton organization
14547	GO:0032957	inositol trisphosphate metabolic process
14548	GO:0032958	inositol phosphate biosynthetic process
14553	GO:0032963	collagen metabolic process
14554	GO:0032964	collagen biosynthetic process
14555	GO:0032965	regulation of collagen biosynthetic process
14557	GO:0032967	positive regulation of collagen biosynthetic process
14558	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter
14560	GO:0032970	regulation of actin filament-based process
14567	GO:0032977	membrane insertase activity
14571	GO:0032981	mitochondrial respiratory chain complex I assembly
14574	GO:0032984	protein-containing complex disassembly
14579	GO:0032989	cellular component morphogenesis
14580	GO:0032990	cell part morphogenesis
14581	GO:0032991	protein-containing complex
14583	GO:0032993	protein-DNA complex
14584	GO:0032994	protein-lipid complex
14592	GO:0033002	muscle cell proliferation
14600	GO:0033010	paranodal junction
14601	GO:0033011	perinuclear theca
14603	GO:0033013	tetrapyrrole metabolic process
14604	GO:0033014	tetrapyrrole biosynthetic process
14605	GO:0033015	tetrapyrrole catabolic process
14607	GO:0033017	sarcoplasmic reticulum membrane
14608	GO:0033018	sarcoplasmic reticulum lumen
14625	GO:0033036	macromolecule localization
14632	GO:0033043	regulation of organelle organization
14633	GO:0033044	regulation of chromosome organization
14634	GO:0033045	regulation of sister chromatid segregation
14635	GO:0033046	negative regulation of sister chromatid segregation
14636	GO:0033047	regulation of mitotic sister chromatid segregation
14637	GO:0033048	negative regulation of mitotic sister chromatid segregation
14646	GO:0033058	directional locomotion
14647	GO:0033059	cellular pigmentation
14649	GO:0033061	DNA recombinase mediator complex
14665	GO:0033077	T cell differentiation in thymus
14696	GO:0033108	mitochondrial respiratory chain complex assembly
14703	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
14714	GO:0033130	acetylcholine receptor binding
14734	GO:0033151	V(D)J recombination
14736	GO:0033153	T cell receptor V(D)J recombination
14741	GO:0033162	melanosome membrane
14744	GO:0033165	interphotoreceptor matrix
14750	GO:0033173	calcineurin-NFAT signaling cascade
14753	GO:0033176	proton-transporting V-type ATPase complex
14754	GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain
14755	GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain
14756	GO:0033179	proton-transporting V-type ATPase, V0 domain
14757	GO:0033180	proton-transporting V-type ATPase, V1 domain
14768	GO:0033192	calmodulin-dependent protein phosphatase activity
14774	GO:0033198	response to ATP
14783	GO:0033209	tumor necrosis factor-mediated signaling pathway
14790	GO:0033218	amide binding
14828	GO:0033260	nuclear DNA replication
14830	GO:0033263	CORVET complex
14838	GO:0033273	response to vitamin
14841	GO:0033276	transcription factor TFTC complex
14843	GO:0033278	cell proliferation in midbrain
14853	GO:0033290	eukaryotic 48S preinitiation complex
14855	GO:0033292	T-tubule organization
14856	GO:0033293	monocarboxylic acid binding
14876	GO:0033314	mitotic DNA replication checkpoint signaling
14879	GO:0033319	UDP-D-xylose metabolic process
14880	GO:0033320	UDP-D-xylose biosynthetic process
14893	GO:0033333	fin development
14894	GO:0033334	fin morphogenesis
14895	GO:0033335	anal fin development
14896	GO:0033336	caudal fin development
14897	GO:0033337	dorsal fin development
14898	GO:0033338	medial fin development
14899	GO:0033339	pectoral fin development
14900	GO:0033340	pelvic fin development
14904	GO:0033344	cholesterol efflux
14913	GO:0033353	S-adenosylmethionine cycle
14925	GO:0033365	protein localization to organelle
14951	GO:0033391	chromatoid body
15058	GO:0033499	galactose catabolic process via UDP-galactose
15059	GO:0033500	carbohydrate homeostasis
15063	GO:0033504	floor plate development
15064	GO:0033505	floor plate morphogenesis
15071	GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine
15081	GO:0033522	histone H2A ubiquitination
15107	GO:0033549	MAP kinase phosphatase activity
15112	GO:0033554	cellular response to stress
15113	GO:0033555	multicellular organismal response to stress
15115	GO:0033557	Slx1-Slx4 complex
15116	GO:0033558	protein deacetylase activity
15117	GO:0033559	unsaturated fatty acid metabolic process
15122	GO:0033564	anterior/posterior axon guidance
15125	GO:0033567	DNA replication, Okazaki fragment processing
15129	GO:0033572	transferrin transport
